LID,LATITUDE,LONGITUDE,MB_CODE,MB_CAT,SA1_CODE,LGA_CODE,LGA_NAME,SUBURB,POSTCODE,YEAR_BUILT,CONSTRUCTION_TYPE,ROOF_TYPE,WALL_TYPE,REPLACEMENT_VALUE,CONTENTS_VALUE,SURGE_VULNERABILITY_SET,STATE,NEXIS_NO_OF_STOREYS,SURGE_VULNERABILITY_FUNCTION_ID,floor_height_above_ground_(m)
GNAF_GAQLD155966735,-16.90055524,145.730051,30190910000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1946 - 1959,SH,Metal Sheeting,Timber,860046,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD719961579,-16.90456665,145.7392063,30191380000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,462031,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD157299584,-16.90123091,145.7296662,30190910000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,832310,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156544375,-16.90379917,145.7426277,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,1028083,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155269936,-16.90627651,145.7341454,30563303800,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,901075,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160582772,-16.90982795,145.7495033,30188080000,Residential,30602115204,32080,Cairns,Manunda,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155518609,-16.91888638,145.731602,30198440000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,860417,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156539275,-16.90395891,145.7403259,30191370000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,753236,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD158215836,-16.91271855,145.7461831,30185270000,Residential,30602115205,32080,Cairns,Manunda,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156540088,-16.9061024,145.7392876,30190200000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,919629,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156795724,-16.91473419,145.7357425,30186890000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,902884,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156771516,-16.91419989,145.7376704,30186900000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,853111,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156774476,-16.91878612,145.7357803,30185840000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,939508,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156535225,-16.9039872,145.734339,30191291000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,708346,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156781765,-16.91988288,145.7360462,30186640000,Residential,30602115110,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,860046,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156778502,-16.91320524,145.7366567,30186890000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,915970,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD162033676,-16.90348803,145.7434569,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,808031,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD157299599,-16.90267944,145.7325766,30190922000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,726803,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156774759,-16.91480812,145.7393209,30186900000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,865259,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157885182,-16.90241471,145.7429066,30190234000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155966696,-16.90300817,145.7322903,30190922000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,822320,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155279932,-16.90146693,145.7410176,30191352000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1946 - 1959,SH,Metal Sheeting,Fibre Cement,856939,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155279864,-16.90008871,145.7426227,30191430000,Residential,30602115605,32080,Cairns,Edge Hill,4870,1914 - 1945,SH,Metal Sheeting,Fibre Cement,859922,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156540989,-16.90387489,145.7387906,30191370000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,871326,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157289298,-16.90298803,145.7300924,30190900000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,900654,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156771512,-16.91466018,145.7371529,30187610000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,837391,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155275728,-16.90282485,145.7348793,30191292000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,509777,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156767696,-16.9162275,145.7382164,30186910000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,840731,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156813005,-16.91340483,145.7490064,30186530000,Residential,30602115205,32080,Cairns,Manunda,4870,1946 - 1959,SH,Metal Sheeting,Fibre Cement,740616,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155523681,-16.90989414,145.749658,30188080000,Residential,30602115204,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,824719,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156760431,-16.91836201,145.7379003,30187220000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1946 - 1959,SH,Metal Sheeting,Timber,872198,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155968494,-16.90057693,145.7295191,30190910000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1946 - 1959,SH,Metal Sheeting,Timber,850008,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156771517,-16.91394162,145.7372362,30187610000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,855559,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160570008,-16.9157231,145.7395742,30185530000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156792619,-16.91973026,145.7488484,30185570000,Residential,30602115214,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,785318,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155277661,-16.90694294,145.7386468,30190190000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,975339,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155274891,-16.90500031,145.7441028,30191490000,Residential,30602115606,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,825571,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156806017,-16.91823814,145.7486453,30187862000,Residential,30602115212,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,786092,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155518135,-16.91464766,145.7393893,30186900000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,849010,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD161963357,-16.90288227,145.7424059,30190234000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,Veneer Masonry,1177165,142800,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD155276267,-16.90188057,145.7459198,30190240000,Residential,30602115606,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,895765,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD162076627,-16.91963392,145.7525447,30187861000,Residential,30602115212,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,855559,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156535177,-16.90599161,145.7379162,30191330000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,880221,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155274296,-16.90266886,145.7404169,30191362000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,712672,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156549415,-16.9042674,145.7422042,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,657536,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156549163,-16.90130875,145.7394299,30191351000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,647462,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156545612,-16.90432265,145.7352928,30191291000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,843440,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD157285442,-16.90122397,145.728668,30190050000,Residential,30602115621,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,922538,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156778135,-16.91422044,145.7483081,30186530000,Residential,30602115205,32080,Cairns,Manunda,4870,1946 - 1959,SH,Metal Sheeting,Fibre Cement,794874,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD160582769,-16.91070299,145.7494146,30188080000,Residential,30602115204,32080,Cairns,Manunda,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155271904,-16.90196528,145.7398142,30191351000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,655714,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156763966,-16.91906846,145.7391678,30186150000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1946 - 1959,SH,Metal Sheeting,Timber,863370,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD161672145,-16.9011377,145.7370361,30191281000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,851474,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156785352,-16.91433652,145.748907,30186530000,Residential,30602115205,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,944528,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155279863,-16.90025088,145.7426015,30191430000,Residential,30602115605,32080,Cairns,Edge Hill,4870,1914 - 1945,SH,Metal Sheeting,Timber,927818,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD157894426,-16.90504155,145.7437318,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155271667,-16.9041336,145.7432002,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,869494,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD161006502,-16.90490095,145.7313407,30190940000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,940499,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155276659,-16.90628485,145.7379133,30191330000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Tiles,Veneer Masonry,711370,71400,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD156555233,-16.9052036,145.7354393,30191311000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,741947,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156549178,-16.90410876,145.748522,30191490000,Residential,30602115606,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,1042340,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD161655709,-16.91909723,145.7472121,30187862000,Residential,30602115212,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156543867,-16.90509742,145.7379964,30191312000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Tiles,Cavity and Solid Masonry,890961,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155960017,-16.90529923,145.7289057,30190100000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,854744,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156785186,-16.91801453,145.7377385,30187220000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,806591,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155970270,-16.90479863,145.7337201,30190930000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Tiles,Veneer Masonry,911216,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155969564,-16.90725974,145.7335462,30190960000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,895208,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156544397,-16.90550586,145.7391486,30191391000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,766524,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155276602,-16.90235878,145.7407479,30191362000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,860046,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155531912,-16.91536615,145.7367579,30187610000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,871644,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157289296,-16.9032306,145.7304726,30190900000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,958150,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156771519,-16.91620543,145.7335924,30186880000,Residential,30602115113,32080,Cairns,Manoora Qld,4870,1946 - 1959,SD,Metal Sheeting,Veneer Masonry,698454,71400,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD155970663,-16.90219843,145.730602,30190900000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,855062,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156543838,-16.90509876,145.7341857,30191311000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,734967,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156803022,-16.91497854,145.7347607,30187570000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,837391,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155518236,-16.9197679,145.7492025,30185570000,Residential,30602115214,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Timber,720033,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD158852612,-16.90429649,145.731394,30190921000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155514411,-16.91831428,145.7493622,30187862000,Residential,30602115212,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Timber,784613,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156771379,-16.91390184,145.7494212,30186530000,Residential,30602115205,32080,Cairns,Manunda,4870,1946 - 1959,SH,Metal Sheeting,Timber,806902,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156547275,-16.90183029,145.7409854,30191352000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1946 - 1959,SH,Metal Sheeting,Fibre Cement,858807,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156545116,-16.90342546,145.7428217,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,751532,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156535181,-16.90539336,145.7377874,30191312000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,794254,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156767818,-16.91923894,145.7357394,30185840000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,870643,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD157898918,-16.90265291,145.7427562,30190234000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD157264551,-16.90276005,145.7339036,30190930000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,907635,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156760422,-16.91903684,145.7387913,30186150000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,832907,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155270137,-16.90452321,145.7375143,30191301000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,795598,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156802670,-16.91365822,145.735742,30186890000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,876390,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155276248,-16.9010527,145.7360045,30191272000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,853928,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155966730,-16.90004463,145.7307887,30190771000,Residential,30602115618,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,779403,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD160905649,-16.90485337,145.7520198,30187840000,Residential,30602115203,32080,Cairns,Manunda,4870,1960 - 1979,SD,Metal Sheeting,Timber,682463,71400,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD162831199,-16.91700768,145.7323417,30198440000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,716861,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155504277,-16.91869172,145.73465,30185840000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,922973,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155503327,-16.91827626,145.7365691,30186630000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1946 - 1959,SH,Metal Sheeting,Timber,883910,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156813082,-16.91694104,145.7366553,30187610000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,802784,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD720863794,-16.90598215,145.7346154,30563680800,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Tiles,Cavity and Solid Masonry,378650,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156549155,-16.90089068,145.7406934,30191532000,Residential,30602115603,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,921813,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155276603,-16.90178491,145.7408271,30191352000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1946 - 1959,SH,Metal Sheeting,Veneer Masonry,803614,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD161661707,-16.91967492,145.7394302,30186150000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SD,Metal Sheeting,Timber,682463,71400,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD158213590,-16.91655134,145.7401814,30186510000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD157264595,-16.90273234,145.7333142,30190930000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD162061521,-16.91685338,145.7329195,30187550000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,847363,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156550061,-16.90688399,145.7376489,30190180000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,901829,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155276654,-16.9069257,145.738441,30190190000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,904419,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD158234580,-16.91843358,145.7316429,30198440000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,860417,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156542677,-16.90192313,145.7393759,30191351000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,731715,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD163016724,-16.91268995,145.7494349,30186050000,Residential,30602115205,32080,Cairns,Manunda,4870,1946 - 1959,SD,Metal Sheeting,Timber,720767,71400,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155504374,-16.91873887,145.7352145,30185840000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,922973,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155970277,-16.90348458,145.7338386,30190930000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,860046,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155960270,-16.9021861,145.7325474,30190140000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1946 - 1959,SH,Metal Sheeting,Timber,752541,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155275746,-16.90204375,145.736991,30191282000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,848095,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD157302918,-16.90020541,145.7324252,30190150000,Residential,30602115618,32080,Cairns,Whitfield Qld,4870,1946 - 1959,SH,Metal Sheeting,Veneer Masonry,877938,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155531359,-16.91326976,145.7418705,30185940000,Residential,30602115104,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,750766,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD162831198,-16.9170224,145.7325293,30198440000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,688340,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156544423,-16.90053695,145.7447772,30563208500,Residential,30602115604,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,848095,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156771532,-16.91620076,145.7331675,30186880000,Residential,30602115113,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,696966,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD425473935,-16.90134654,145.7387659,30191281000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1914 - 1945,SH,Tiles,Veneer Masonry,538510,66600,domestic_surge_2022,QLD,1,SS2,0.3
