exposure_latitude,exposure_longitude,LID,STATE,LGA_CODE_2012,SUBURB,MESHBLOCK_CODE_2011,YEAR_BUILT,CONSTRUCTION_TYPE,ROOF_TYPE,WALL_TYPE,REPLACEMENT_VALUE,CONTENTS_VALUE,WIND_REGION_CLASSIFICATION,WIND_VULNERABILITY_MODEL_NUMBER,WIND_VULNERABILITY_FUNCTION_ID,AS4055_CLASS,internal_id,0.2s gust at 10m height m/s,structural,structural_lower,structural_upper,structural_loss,Damage state
-24.876345,113.65420900000001,GNAF_GAWA_147021077,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Tile,Fibro / asbestos cement sheeting,855424,330903,D,34,dw28,C3,1041,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,4671.184050114259,Negligible
-24.876328,113.65141499999999,GNAF_GAWA_147047613,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Metal sheeting,Fibro / asbestos cement sheeting,473714,183246,D,28,dw34,C3,1042,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1634.6083739358737,nan
-24.876314999999998,113.653102,GNAF_GAWA_147035287,WA,51540,BROCKMAN,50065430000,1992 - 1996,SH,Tile,Fibro / asbestos cement sheeting,816205,315732,D,34,dw25,C3,1043,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,4457.022222457528,Negligible
-24.876314,113.649879,GNAF_GAWA_147017021,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Tile,Timber,433439,193773,D,34,dw25,C3,1044,49.2326545715332,0.0060798181934719085,0.003832902537851334,0.008771856939567566,2635.2303179602704,Negligible
-24.876313,113.65544799999999,GNAF_GAWA_147027532,WA,51540,BROCKMAN,50064540000,1982 - 1986,SH,Metal sheeting,Fibro / asbestos cement sheeting,681039,263446,D,28,dw31,C3,1045,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,2350.008765577782,nan
-24.8763,113.649188,GNAF_GAWA_147050427,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Metal sheeting,Timber,461424,206284,D,28,dw25,C3,1046,49.2326545715332,0.003832902537851334,0.003832902537851334,0.008771856939567566,1768.5932206255138,nan
-24.876286,113.65486100000001,GNAF_GAWA_147033618,WA,51540,BROCKMAN,50064540000,1982 - 1986,SH,Metal sheeting,Timber,308811,119457,D,28,dw28,C3,1047,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1065.5903067325667,nan
-24.876264000000003,113.660839,GNAF_GAWA_147050699,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Tile,Fibro / asbestos cement sheeting,437788,179493,D,59,dw49,nan,1048,48.67304992675781,0.5381099103805084,0.08043258065586853,0.5381099103805084,235578.061445662,Complete
-24.876246,113.653275,GNAF_GAWA_147035289,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Double brick,755228,292144,D,25,dw31,C3,1049,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,3633.0286798043026,nan
-24.876238,113.65191100000001,GNAF_GAWA_160939233,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Metal sheeting,Double brick,499744,193315,D,25,dw31,C3,1050,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,2404.021414142645,nan
-24.876236,113.651126,GNAF_GAWA_147539205,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Tile,Fibro / asbestos cement sheeting,397672,153831,D,34,dw28,C3,1051,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,2171.553643078798,Negligible
-24.876234,113.65213500000002,GNAF_GAWA_147050662,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Metal sheeting,Brick veneer,707751,273779,D,25,dw25,C3,1052,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,3404.6402955930857,nan
-24.876232,113.662403,GNAF_GAWA_163154632,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Timber,509708,208980,D,52,dw57,nan,1053,48.67304992675781,0.08043258065586853,0.08043258065586853,0.5381099103805084,40997.12982094144,Slight
-24.876203,113.654132,GNAF_GAWA_147021075,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Tile,Brick veneer,568526,219922,D,31,dw34,C3,1054,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,4510.530070832639,Negligible
-24.876199,113.650499,GNAF_GAWA_147041548,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Tile,Double brick,409910,183254,D,31,dw31,C3,1055,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,3252.1140305544636,Negligible
-24.876197,113.66122,GNAF_GAWA_147034039,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Timber,351296,144031,D,52,dw51,nan,1056,48.67304992675781,0.08043258065586853,0.08043258065586853,0.5381099103805084,28255.64385408399,Slight
-24.876189,113.662677,GNAF_GAWA_718255019,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Double brick,1007080,412902,D,51,dw59,nan,1057,48.67304992675781,0.1111625242254486,0.08043258065586853,0.5381099103805084,111949.55489696478,Moderate
-24.876168,113.65536499999999,GNAF_GAWA_147027530,WA,51540,BROCKMAN,50064540000,1982 - 1986,SH,Metal sheeting,Double brick,420506,162664,D,25,dw25,C3,1058,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,2022.8465549870873,nan
-24.876151,113.65172199999999,GNAF_GAWA_149187048,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Tile,Fibro / asbestos cement sheeting,467943,181014,D,34,dw34,C3,1059,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,2555.2800458750476,Negligible
-24.87615,113.652707,GNAF_GAWA_147021080,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Tile,Timber,794579,307366,D,34,dw31,C3,1060,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,4338.929877295631,Negligible
-24.876144,113.652023,GNAF_GAWA_160939233,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Metal sheeting,Double brick,499744,193315,D,25,dw25,C3,1061,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,2404.021414142645,nan
-24.876134,113.649252,GNAF_GAWA_147031911,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Metal sheeting,Timber,451173,201701,D,28,dw28,C3,1062,49.2326545715332,0.003832902537851334,0.003832902537851334,0.008771856939567566,1729.3021367099998,nan
-24.876133,113.653421,GNAF_GAWA_147035291,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Double brick,541771,209573,D,25,dw34,C3,1063,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,2606.192541704302,nan
-24.876127,113.660775,GNAF_GAWA_163205271,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Brick veneer,391541,160531,D,49,dw52,nan,1064,48.67304992675781,0.1111625242254486,0.08043258065586853,0.5381099103805084,43524.68589775637,Moderate
-24.876116,113.65001799999999,GNAF_GAWA_147017022,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Metal sheeting,Brick veneer,380256,169997,D,25,dw25,C3,1065,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,1829.2236962449285,nan
-24.876109,113.659167,GNAF_GAWA_147045503,WA,51540,MORGANTOWN,50065390000,1972 - 1976,SH,Tile,Fibro / asbestos cement sheeting,442017,184581,D,59,dw51,nan,1066,48.67304992675781,0.5381099103805084,0.08043258065586853,0.5381099103805084,237853.72825666118,Complete
-24.876089999999998,113.651168,GNAF_GAWA_147047608,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Tile,Brick veneer,402084,155538,D,31,dw31,C3,1067,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,3190.0246831291283,Negligible
-24.876062,113.65184099999999,GNAF_GAWA_149187048,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Tile,Fibro / asbestos cement sheeting,467943,181014,D,34,dw25,C3,1068,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,2555.2800458750476,Negligible
-24.876054,113.658606,GNAF_GAWA_147042547,WA,51540,MORGANTOWN,50065390000,1972 - 1976,SH,Metal sheeting,Double brick,661368,276180,D,51,dw59,nan,1069,48.67304992675781,0.1111625242254486,0.08043258065586853,0.5381099103805084,73519.3363219365,Moderate
-24.876053,113.65521399999999,GNAF_GAWA_147033622,WA,51540,BROCKMAN,50064540000,1982 - 1986,SH,Metal sheeting,Fibro / asbestos cement sheeting,419939,162445,D,28,dw25,C3,1070,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1449.05112777384,nan
-24.876042,113.659001,GNAF_GAWA_147049209,WA,51540,MORGANTOWN,50065390000,1972 - 1976,SH,Metal sheeting,Brick veneer,661844,276379,D,49,dw53,nan,1071,48.67304992675781,0.1111625242254486,0.08043258065586853,0.5381099103805084,73572.2496834678,Moderate
-24.87604,113.651533,GNAF_GAWA_147543037,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Tile,Double brick,550080,212787,D,31,dw31,C3,1072,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,4364.184542771339,Negligible
-24.876033,113.65356100000001,GNAF_GAWA_147035281,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Double brick,734234,284023,D,25,dw34,C3,1073,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,3532.0369208867155,nan
-24.876023999999997,113.660785,GNAF_GAWA_147050696,WA,51540,MORGANTOWN,50065330000,1972 - 1976,SH,Tile,Brick veneer,435067,168662,D,55,dw49,nan,1074,48.67304992675781,0.40915224164263153,0.08043258065586853,0.5381099103805084,178008.63831473477,Extensive
-24.87602,113.650573,GNAF_GAWA_147518752,WA,51540,BROCKMAN,50065340000,1982 - 1986,SD,Tile,Double brick,921560,276468,D,31,dw28,C3,1075,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,7311.405445092268,Negligible
-24.876011,113.652868,GNAF_GAWA_147035272,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Fibro / asbestos cement sheeting,662093,256117,D,28,dw28,C3,1076,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,2284.6332642149578,nan
-24.875989,113.66136100000001,GNAF_GAWA_147034041,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Timber,708267,290389,D,52,dw52,nan,1077,48.67304992675781,0.08043258065586853,0.08043258065586853,0.5381099103805084,56967.742603390034,Slight
-24.875984,113.654596,GNAF_GAWA_147033615,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Timber,482605,186686,D,28,dw28,C3,1078,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1665.2878620925756,nan
-24.875967000000003,113.64931200000001,GNAF_GAWA_147041582,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Metal sheeting,Timber,420946,188188,D,28,dw31,C3,1079,49.2326545715332,0.003832902537851334,0.003832902537851334,0.008771856939567566,1613.4449916983676,nan
-24.875947,113.658833,GNAF_GAWA_147048352,WA,51540,MORGANTOWN,50065390000,1972 - 1976,SH,Metal sheeting,Double brick,467902,195391,D,51,dw55,nan,1080,48.67304992675781,0.1111625242254486,0.08043258065586853,0.5381099103805084,52013.16741013585,Moderate
-24.875945,113.650089,GNAF_GAWA_147041542,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Metal sheeting,Double brick,411522,183975,D,25,dw25,C3,1081,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,1979.628970814676,nan
-24.875937,113.66153100000001,GNAF_GAWA_147026782,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Tile,Brick veneer,342015,140226,D,55,dw52,nan,1082,48.67304992675781,0.40915224164263153,0.08043258065586853,0.5381099103805084,139936.2039254046,Extensive
-24.875931,113.661725,GNAF_GAWA_147034045,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Timber,458792,188104,D,52,dw59,nan,1083,48.67304992675781,0.08043258065586853,0.08043258065586853,0.5381099103805084,36901.824544267234,Slight
-24.875929,113.651684,GNAF_GAWA_147543037,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Tile,Double brick,550080,212787,D,31,dw31,C3,1084,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,4364.184542771339,Negligible
-24.875920999999998,113.651255,GNAF_GAWA_147047609,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Metal sheeting,Brick veneer,426763,165084,D,25,dw25,C3,1085,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,2052.9458898231046,nan
-24.875908,113.65299999999999,GNAF_GAWA_147035286,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Double brick,759707,293877,D,25,dw28,C3,1086,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,3654.5749353150136,nan
-24.875904000000002,113.653879,GNAF_GAWA_147035284,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Tile,Timber,665168,257306,D,34,dw25,C3,1087,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,3632.2597358110147,Negligible
-24.8759,113.65830700000001,GNAF_GAWA_147039505,WA,51540,MORGANTOWN,50065390000,1972 - 1976,SH,Tile,Fibro / asbestos cement sheeting,572128,238914,D,59,dw53,nan,1088,48.67304992675781,0.5381099103805084,0.08043258065586853,0.5381099103805084,307867.7468061795,Complete
-24.875874,113.654475,GNAF_GAWA_147033613,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Fibro / asbestos cement sheeting,575094,222463,D,28,dw31,C3,1089,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1984.4325229996946,nan
-24.87586,113.661905,GNAF_GAWA_147034046,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Timber,379831,155730,D,52,dw51,nan,1090,48.67304992675781,0.08043258065586853,0.08043258065586853,0.5381099103805084,30550.7875430992,Slight
-24.875854,113.650677,GNAF_GAWA_147041550,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Metal sheeting,Timber,422551,188905,D,28,dw25,C3,1091,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1458.0641547747741,nan
-24.875854,113.66211899999999,GNAF_GAWA_147034049,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Tile,Brick veneer,601893,246776,D,55,dw53,nan,1092,48.67304992675781,0.40915224164263153,0.08043258065586853,0.5381099103805084,246265.87017900843,Extensive
-24.875837,113.652321,GNAF_GAWA_147094829,WA,51540,BROCKMAN,50065150000,1982 - 1986,SH,Metal sheeting,Double brick,780784,302030,D,25,dw28,C3,1093,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,3755.965966214603,nan
-24.87583,113.66344,GNAF_GAWA_147023380,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Timber,422934,173402,D,52,dw52,nan,1094,48.67304992675781,0.08043258065586853,0.08043258065586853,0.5381099103805084,34017.6730671091,Slight
-24.875814000000002,113.659526,GNAF_GAWA_147038067,WA,51540,MORGANTOWN,50065140000,1972 - 1976,SH,Tile,Timber,420245,175490,D,58,dw49,nan,1095,48.67304992675781,0.4337152127982101,0.10962602704696961,0.4337152127982101,182266.6496023838,Extensive
-24.875813,113.660867,GNAF_GAWA_147050695,WA,51540,MORGANTOWN,50065330000,1972 - 1976,SH,Metal sheeting,Timber,353238,136939,D,52,dw59,nan,1096,48.67304992675781,0.08043258065586853,0.08043258065586853,0.5381099103805084,28411.843925717687,Slight
-24.875809,113.64936100000001,GNAF_GAWA_147041585,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Tile,Timber,424334,189702,D,34,dw34,C3,1097,49.2326545715332,0.0060798181934719085,0.003832902537851334,0.008771856939567566,2579.8735733087087,Negligible
-24.875802,113.653136,GNAF_GAWA_147035288,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Tile,Brick veneer,498269,192745,D,31,dw25,C3,1098,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,3953.1302136818863,Negligible
-24.875791,113.65018300000001,GNAF_GAWA_147546621,WA,51540,BROCKMAN,50065340000,1982 - 1986,SD,Tile,Double brick,935909,280772,D,31,dw31,C3,1099,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,7425.246493674703,Negligible
-24.875761999999998,113.651664,GNAF_GAWA_147080014,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Tile,Double brick,726220,280923,D,31,dw31,C3,1100,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,5761.631214825846,Negligible
-24.875760999999997,113.66233700000001,GNAF_GAWA_147027030,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Brick veneer,281243,115309,D,49,dw52,nan,1101,48.67304992675781,0.1111625242254486,0.08043258065586853,0.5381099103805084,31263.681800737842,Moderate
-24.875759,113.653774,GNAF_GAWA_147035283,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Timber,528124,204294,D,28,dw25,C3,1102,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1822.3567656360365,nan
-24.875748,113.65496100000001,GNAF_GAWA_147033619,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Brick veneer,469031,181435,D,25,dw25,C3,1103,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,2256.2763492843114,nan
-24.875746,113.65130400000001,GNAF_GAWA_147047610,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Tile,Brick veneer,451791,174766,D,31,dw28,C3,1104,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,3584.3864506311916,Negligible
-24.875734,113.66254199999999,GNAF_GAWA_147027031,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Tile,Fibro / asbestos cement sheeting,451414,185079,D,59,dw52,nan,1105,48.67304992675781,0.5381099103805084,0.08043258065586853,0.5381099103805084,242910.3470845068,Complete
-24.875726,113.65839199999999,GNAF_GAWA_147042545,WA,51540,MORGANTOWN,50065390000,1972 - 1976,SH,Metal sheeting,Fibro / asbestos cement sheeting,488292,203905,D,53,dw49,nan,1106,48.67304992675781,0.2791332515942688,0.08043258065586853,0.5381099103805084,136298.5336874687,Extensive
-24.875701,113.654372,GNAF_GAWA_147033611,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Timber,680830,263365,D,28,dw25,C3,1107,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,2349.2875853927917,nan
-24.875698999999997,113.660513,GNAF_GAWA_147050693,WA,51540,MORGANTOWN,50065330000,1972 - 1976,SH,Metal sheeting,Timber,422934,163958,D,52,dw49,nan,1108,48.67304992675781,0.08043258065586853,0.08043258065586853,0.40915224164263153,34017.6730671091,Slight
-24.875698999999997,113.662871,GNAF_GAWA_147935669,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SD,Tile,Double brick,890659,316673,D,57,dw59,nan,1109,48.67304992675781,0.40915224164263153,0.08043258065586853,0.5381099103805084,364415.12638918456,Extensive
-24.875697,113.663321,GNAF_GAWA_147023379,WA,51540,MORGANTOWN,50065020000,1962 - 1971,SH,Metal sheeting,Double brick,572263,234627,D,51,dw51,nan,1110,48.67304992675781,0.1111625242254486,0.08043258065586853,0.5381099103805084,63614.199600827895,Moderate
-24.875687,113.653318,GNAF_GAWA_147035290,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Timber,657360,254286,D,28,dw34,C3,1111,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,2268.3014660543827,nan
-24.875678,113.65073500000001,GNAF_GAWA_147041551,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Metal sheeting,Timber,468094,209266,D,28,dw31,C3,1112,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1615.2158732677076,nan
-24.875664999999998,113.659448,GNAF_GAWA_147038066,WA,51540,MORGANTOWN,50065140000,1972 - 1976,SH,Metal sheeting,Double brick,541743,226226,D,51,dw57,nan,1113,48.67304992675781,0.1111625242254486,0.08043258065586853,0.4337152127982101,60221.5193614672,Moderate
-24.875652,113.65218899999999,GNAF_GAWA_147090695,WA,51540,BROCKMAN,50065150000,1982 - 1986,SH,Metal sheeting,Timber,707139,273542,D,28,dw31,C3,1114,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,2440.0700231292294,nan
-24.875648,113.652584,GNAF_GAWA_147091213,WA,51540,BROCKMAN,50065150000,1982 - 1986,SH,Metal sheeting,Timber,604454,233820,D,28,dw25,C3,1115,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,2085.742811187836,nan
-24.875629999999997,113.649447,GNAF_GAWA_147542983,WA,51540,BROCKMAN,50065340000,1982 - 1986,SD,Tile,Double brick,895792,268737,D,31,dw25,C3,1116,49.2326545715332,0.008771856939567566,0.003832902537851334,0.008771856939567566,7857.7592716091085,Negligible
-24.875629999999997,113.65971699999999,GNAF_GAWA_147038069,WA,51540,MORGANTOWN,50065140000,1972 - 1976,SH,Tile,Double brick,567155,236838,D,57,dw57,nan,1117,48.67304992675781,0.40915224164263153,0.08043258065586853,0.4337152127982101,232052.7396088267,Extensive
-24.875629,113.653663,GNAF_GAWA_147035282,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Metal sheeting,Double brick,636656,246277,D,25,dw31,C3,1118,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,3062.637385226035,nan
-24.875612,113.65703300000001,GNAF_GAWA_147042543,WA,51540,MORGANTOWN,50065290000,1972 - 1976,SH,Tile,Timber,922581,385260,D,58,dw57,nan,1119,48.67304992675781,0.4337152127982101,0.1111625242254486,0.4103803902004104,400137.4147385855,Extensive
-24.875611,113.663128,GNAF_GAWA_147023378,WA,51540,MORGANTOWN,50065020000,1972 - 1976,SH,Metal sheeting,Timber,439783,180311,D,52,dw52,nan,1120,48.67304992675781,0.08043258065586853,0.08043258065586853,0.5381099103805084,35372.88161857983,Slight
-24.875602,113.650249,GNAF_GAWA_147041544,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Tile,Fibro / asbestos cement sheeting,398334,178079,D,34,dw28,C3,1121,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,2175.1686034273216,Negligible
-24.875592,113.65487399999999,GNAF_GAWA_147525512,WA,51540,BROCKMAN,50065430000,1982 - 1986,SD,Tile,Double brick,719912,233971,D,31,dw28,C3,1122,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,5711.58526497164,Negligible
-24.875576000000002,113.65136899999999,GNAF_GAWA_147047611,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Metal sheeting,Fibro / asbestos cement sheeting,422686,163507,D,28,dw28,C3,1123,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,1458.5299888655575,nan
-24.875567999999998,113.65991799999999,GNAF_GAWA_147917872,WA,51540,MORGANTOWN,50065140000,1962 - 1971,SD,Tile,Double brick,880962,319348,D,57,dw51,nan,1124,48.67304992675781,0.40915224164263153,0.08043258065586853,0.4337152127982101,360447.57710197597,Extensive
-24.875549,113.654255,GNAF_GAWA_147033609,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Tile,Brick veneer,525227,203173,D,31,dw28,C3,1125,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,4167.007625883802,Negligible
-24.875536999999998,113.651711,GNAF_GAWA_147080016,WA,51540,BROCKMAN,50065480000,1982 - 1986,SH,Metal sheeting,Double brick,630671,243962,D,25,dw34,C3,1126,48.67304992675781,0.004810505807258606,0.003450622894691467,0.007933726990203858,3033.8465079695925,nan
-24.875536,113.65861399999999,GNAF_GAWA_147048374,WA,51540,MORGANTOWN,50065390000,1972 - 1976,SH,Metal sheeting,Brick veneer,656005,273941,D,49,dw49,nan,1127,48.67304992675781,0.1111625242254486,0.08043258065586853,0.5381099103805084,72923.17170451541,Moderate
-24.875536,113.66121399999999,GNAF_GAWA_147027038,WA,51540,MORGANTOWN,50063640000,1972 - 1976,SH,Metal sheeting,Timber,335715,130146,D,52,dw51,nan,1128,48.67304992675781,0.08043258065586853,0.08043258065586853,0.4337152127982101,27002.423814884904,Slight
-24.875529999999998,113.652451,GNAF_GAWA_147091212,WA,51540,BROCKMAN,50065150000,1982 - 1986,SH,Metal sheeting,Fibro / asbestos cement sheeting,744820,288118,D,28,dw28,C3,1129,48.67304992675781,0.003450622894691467,0.003450622894691467,0.007933726990203858,2570.0929444240987,nan
-24.875522,113.66143799999999,GNAF_GAWA_147027043,WA,51540,MORGANTOWN,50063640000,1972 - 1976,SH,Metal sheeting,Brick veneer,357511,138596,D,49,dw58,nan,1130,48.67304992675781,0.1111625242254486,0.08043258065586853,0.40915224164263153,39741.82519836436,Moderate
-24.875484,113.65076100000002,GNAF_GAWA_147546796,WA,51540,BROCKMAN,50065340000,1982 - 1986,SD,Tile,Double brick,968176,290452,D,31,dw31,C3,1131,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,7681.244062467611,Negligible
-24.875478,113.65353200000001,GNAF_GAWA_147035292,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Tile,Fibro / asbestos cement sheeting,555983,215070,D,34,dw28,C3,1132,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,3036.037008237641,Negligible
-24.875469,113.660389,GNAF_GAWA_147032976,WA,51540,MORGANTOWN,50065330000,1972 - 1976,SH,Metal sheeting,Double brick,372729,144495,D,51,dw55,nan,1133,48.67304992675781,0.1111625242254486,0.08043258065586853,0.415600125079525,41433.49649202723,Moderate
-24.875466,113.654744,GNAF_GAWA_147033616,WA,51540,BROCKMAN,50065430000,1982 - 1986,SH,Tile,Fibro / asbestos cement sheeting,584619,226148,D,34,dw25,C3,1134,48.67304992675781,0.0054606651790390015,0.003450622894691467,0.007933726990203858,3192.408616304602,Negligible
-24.875464,113.66068,GNAF_GAWA_147050692,WA,51540,MORGANTOWN,50065330000,1972 - 1976,SH,Metal sheeting,Timber,584638,226646,D,52,dw57,nan,1135,48.67304992675781,0.08043258065586853,0.08043258065586853,0.415600125079525,47023.94308948566,Slight
-24.875462,113.64958100000001,GNAF_GAWA_147041590,WA,51540,BROCKMAN,50065340000,1982 - 1986,SH,Metal sheeting,Double brick,470586,210380,D,25,dw28,C3,1136,49.2326545715332,0.005340497573244094,0.003832902537851334,0.008771856939567566,2513.1633910026453,Negligible
-24.875456,113.661639,GNAF_GAWA_147027047,WA,51540,MORGANTOWN,50063640000,1972 - 1976,SH,Metal sheeting,Fibro / asbestos cement sheeting,540455,209518,D,53,dw57,nan,1137,48.67304992675781,0.2791332515942688,0.08043258065586853,0.40915224164263153,150858.96149038055,Extensive
-24.875441,113.65039499999999,GNAF_GAWA_147542040,WA,51540,BROCKMAN,50065340000,1982 - 1986,SD,Tile,Double brick,875090,262527,D,31,dw28,C3,1138,48.67304992675781,0.007933726990203858,0.003450622894691467,0.007933726990203858,6942.725151857495,Negligible
-24.875435,113.65911499999999,GNAF_GAWA_147045502,WA,51540,MORGANTOWN,50065140000,1972 - 1976,SH,Metal sheeting,Brick veneer,458744,191566,D,49,dw58,nan,1139,48.67304992675781,0.1111625242254486,0.08043258065586853,0.4337152127982101,50995.14101327919,Moderate
