exposure_latitude,exposure_longitude,LID,STATE,LGA_CODE_2012,SUBURB,MESHBLOCK_CODE_2011,YEAR_BUILT,CONSTRUCTION_TYPE,ROOF_TYPE,WALL_TYPE,REPLACEMENT_VALUE,CONTENTS_VALUE,WIND_REGION_CLASSIFICATION,WIND_VULNERABILITY_MODEL_NUMBER,WIND_VULNERABILITY_FUNCTION_ID,AS4055_CLASS,internal_id,0.2s gust at 10m height m/s,structural,structural_lower,structural_upper,structural_loss,Damage state
-21.973761,114.12403700000002,GNAF_GAWA_147143542,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw51,nan,1877,38.01622009277344,0.02152274175064087,0.02152274175064087,0.06629654551288605,15222.06671684951,Slight
-21.973745,114.124803,GNAF_GAWA_147143541,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Brick veneer,683620,298516,D,49,dw51,nan,1878,38.01622009277344,0.02152274175064087,0.02152274175064087,0.06629654551288605,14713.376715573111,Slight
-21.97261,114.11973,GNAF_GAWA_147143531,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw51,nan,1879,38.01622009277344,0.02152274175064087,0.02152274175064087,0.06629654551288605,15222.06671684951,Slight
-21.97232,114.1305,GNAF_GAWA_147032143,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw57,nan,1880,36.356712341308594,0.016061566491817475,0.016061566491817475,0.050782598736362455,11359.623209170368,Negligible
-21.972279,114.12094099999999,GNAF_GAWA_147120599,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Brick veneer,688367,300589,D,55,dw59,nan,1881,38.01622009277344,0.04324732500860595,0.02152274175064087,0.06629654551288605,29770.031374199054,Slight
-21.972275,114.121628,GNAF_GAWA_147120600,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw49,nan,1882,38.01622009277344,0.02152274175064087,0.02152274175064087,0.06629654551288605,15222.06671684951,Slight
-21.972275,114.122316,GNAF_GAWA_147143537,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,726243,317128,D,53,dw51,nan,1883,38.01622009277344,0.06629654551288605,0.02152274175064087,0.06629654551288605,48147.40210291491,Slight
-21.972275,114.123003,GNAF_GAWA_147143538,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,726243,317128,D,53,dw49,nan,1884,38.01622009277344,0.06629654551288605,0.02152274175064087,0.06629654551288605,48147.40210291491,Slight
-21.972274,114.123691,GNAF_GAWA_147143539,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw55,nan,1885,38.01622009277344,0.02152274175064087,0.02152274175064087,0.06629654551288605,15222.06671684951,Slight
-21.972274,114.124379,GNAF_GAWA_147143540,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Double brick,711852,310844,D,57,dw53,nan,1886,38.01622009277344,0.04324732500860595,0.02152274175064087,0.06629654551288605,30785.694802026166,Slight
-21.97205,114.12913999999999,GNAF_GAWA_147032138,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw57,nan,1887,38.01622009277344,0.02152274175064087,0.02152274175064087,0.06629654551288605,15222.06671684951,Slight
-21.97188,114.11985,GNAF_GAWA_147143530,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,726243,317128,D,53,dw57,nan,1888,38.01622009277344,0.06629654551288605,0.02152274175064087,0.06629654551288605,48147.40210291491,Slight
-21.9711,114.12005,GNAF_GAWA_147143529,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw53,nan,1889,38.01622009277344,0.02152274175064087,0.02152274175064087,0.06629654551288605,15222.06671684951,Slight
-21.97039,114.1203,GNAF_GAWA_147134786,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Brick veneer,683620,298516,D,49,dw51,nan,1890,38.01622009277344,0.02152274175064087,0.02152274175064087,0.06629654551288605,14713.376715573111,Slight
-21.970129999999997,114.1311,GNAF_GAWA_147032145,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Double brick,711852,310844,D,57,dw59,nan,1891,36.356712341308594,0.028447580246025086,0.016061566491817475,0.050782598736362455,20250.46689329345,Slight
-21.96985,114.12968000000001,GNAF_GAWA_147032140,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,674825,294675,D,59,dw55,nan,1892,38.578155517578125,0.0719661633573761,0.02400493527166748,0.07306517880174256,48564.56618764133,Slight
-21.96975,114.12052,GNAF_GAWA_147120593,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,726243,317128,D,53,dw57,nan,1893,38.578155517578125,0.07306517880174256,0.02400493527166748,0.07306517880174256,53063.07464851392,Slight
-21.969160000000002,114.12071999999999,GNAF_GAWA_147120592,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw51,nan,1894,38.578155517578125,0.02400493527166748,0.02400493527166748,0.07306517880174256,16977.610495563185,Slight
-21.96885,114.12499,GNAF_GAWA_147134001,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Double brick,711852,310844,D,57,dw57,nan,1895,38.578155517578125,0.05105589650524902,0.02400493527166748,0.07306517880174256,36344.24203905452,Slight
-21.96845,114.12083,GNAF_GAWA_147137822,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw59,nan,1896,38.578155517578125,0.02400493527166748,0.02400493527166748,0.07306517880174256,16977.610495563185,Slight
-21.96811,114.13176000000001,GNAF_GAWA_147057033,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Brick veneer,683620,298516,D,49,dw49,nan,1897,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,12264.974364298161,Negligible
-21.96786,114.13016999999999,GNAF_GAWA_147032141,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw51,nan,1898,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,12689.015014220906,Negligible
-21.96717,114.13386000000001,GNAF_GAWA_147050244,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw59,nan,1899,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,12689.015014220906,Negligible
-21.966089999999998,114.13248,GNAF_GAWA_147042636,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,674825,294675,D,59,dw51,nan,1900,36.92982482910156,0.04716412789068604,0.01794121641306305,0.056125099188438415,31827.532603832205,Slight
-21.965729999999997,114.13068999999999,GNAF_GAWA_147032142,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,726243,317128,D,53,dw51,nan,1901,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,40760.46040990908,Slight
-21.96465,114.12453700000002,GNAF_GAWA_160936660,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw51,nan,1902,38.578155517578125,0.02400493527166748,0.02400493527166748,0.07306517880174256,16977.610495563185,Slight
-21.96386,114.13349,GNAF_GAWA_147050243,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw53,nan,1903,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,12689.015014220906,Negligible
-21.963720000000002,114.13123,GNAF_GAWA_147032144,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,674825,294675,D,59,dw49,nan,1904,36.92982482910156,0.04716412789068604,0.01794121641306305,0.056125099188438415,31827.532603832205,Slight
-21.962429999999998,114.13322,GNAF_GAWA_147033118,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Double brick,711852,310844,D,57,dw53,nan,1905,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,23868.772660177223,Slight
-21.96094,114.13188999999998,GNAF_GAWA_147032146,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Brick veneer,688367,300589,D,55,dw49,nan,1906,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,23081.30823509411,Slight
-21.960911,114.133347,GNAF_GAWA_163382309,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Brick veneer,683620,298516,D,49,dw51,nan,1907,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,12264.974364298161,Negligible
-21.960905,114.134126,GNAF_GAWA_163382310,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Tile,Double brick,711852,310844,D,57,dw51,nan,1908,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,23868.772660177223,Slight
-21.960666,114.13493500000001,GNAF_GAWA_163382311,WA,53360,EXMOUTH,50117050000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,984445,429877,D,53,dw53,nan,1909,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,55252.07327056226,Slight
-21.958934,114.137207,GNAF_GAWA_163382318,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,726243,317128,D,53,dw57,nan,1910,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,40760.46040990908,Slight
-21.95832,114.13623799999999,GNAF_GAWA_163382317,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,711852,310844,D,57,dw59,nan,1911,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,23868.772660177223,Slight
-21.957857999999998,114.135521,GNAF_GAWA_163382316,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,711852,310844,D,57,dw53,nan,1912,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,23868.772660177223,Slight
-21.956115,114.13473,GNAF_GAWA_718213924,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw51,nan,1913,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.956078,114.13458700000001,GNAF_GAWA_718213922,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw57,nan,1914,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.956055,114.13446299999998,GNAF_GAWA_718213920,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw53,nan,1915,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.956031,114.13434,GNAF_GAWA_718213918,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw53,nan,1916,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.956007999999997,114.13421699999999,GNAF_GAWA_718213916,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw59,nan,1917,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955985000000002,114.134093,GNAF_GAWA_718213914,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw55,nan,1918,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955962,114.13396999999999,GNAF_GAWA_718213912,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw51,nan,1919,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.955939,114.133847,GNAF_GAWA_718213910,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw57,nan,1920,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.955886,114.13366599999999,GNAF_GAWA_718213908,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw57,nan,1921,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955757000000002,114.135199,GNAF_GAWA_718213925,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw53,nan,1922,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.955732,114.13506699999999,GNAF_GAWA_718213923,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Brick veneer,396763,173254,D,55,dw49,nan,1923,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13303.672458558654,Slight
-21.95572,114.134925,GNAF_GAWA_718213921,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw51,nan,1924,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.955693,114.134778,GNAF_GAWA_718213919,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw57,nan,1925,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.955665,114.134631,GNAF_GAWA_718213917,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw57,nan,1926,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.955637,114.13448400000001,GNAF_GAWA_718213915,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw51,nan,1927,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.955605,114.13430100000001,GNAF_GAWA_718213913,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw51,nan,1928,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.955594,114.13839499999999,GNAF_GAWA_163003093,WA,53360,EXMOUTH,50372644000,1962 - 1971,SH,Metal sheeting,Double brick,707255,308837,D,51,dw55,nan,1929,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,12689.015014220906,Negligible
-21.955582999999997,114.13418700000001,GNAF_GAWA_718213911,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw49,nan,1930,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.955531,114.13408000000001,GNAF_GAWA_718213909,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw59,nan,1931,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955509,114.13396599999999,GNAF_GAWA_718213907,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,390929,170706,D,59,dw51,nan,1932,36.92982482910156,0.04716412789068604,0.01794121641306305,0.056125099188438415,18437.825352178003,Slight
-21.955488,114.133852,GNAF_GAWA_718213906,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw53,nan,1933,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.955468,114.133748,GNAF_GAWA_718213905,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw51,nan,1934,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955445,114.133655,GNAF_GAWA_718213904,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,390929,170706,D,59,dw51,nan,1935,36.92982482910156,0.04716412789068604,0.01794121641306305,0.056125099188438415,18437.825352178003,Slight
-21.955343,114.133577,GNAF_GAWA_718213903,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw53,nan,1936,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.955325,114.133482,GNAF_GAWA_718213902,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw51,nan,1937,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.955307,114.13338700000001,GNAF_GAWA_718213901,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,390929,170706,D,59,dw51,nan,1938,36.92982482910156,0.04716412789068604,0.01794121641306305,0.056125099188438415,18437.825352178003,Slight
-21.955289,114.133292,GNAF_GAWA_718213900,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw57,nan,1939,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955271,114.133198,GNAF_GAWA_718213899,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Brick veneer,396763,173254,D,55,dw57,nan,1940,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13303.672458558654,Slight
-21.955253,114.133103,GNAF_GAWA_718213898,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw49,nan,1941,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955235000000002,114.133008,GNAF_GAWA_718213896,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,390929,170706,D,59,dw53,nan,1942,36.92982482910156,0.04716412789068604,0.01794121641306305,0.056125099188438415,18437.825352178003,Slight
-21.955218,114.13291299999999,GNAF_GAWA_718213895,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw55,nan,1943,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.955216,114.13498899999999,GNAF_GAWA_718212829,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw49,nan,1944,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.955207,114.13486,GNAF_GAWA_718212828,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw51,nan,1945,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.9552,114.132818,GNAF_GAWA_718213894,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw51,nan,1946,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.955182,114.132723,GNAF_GAWA_718213893,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw51,nan,1947,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955164,114.132628,GNAF_GAWA_718213892,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw49,nan,1948,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.955163,114.13473,GNAF_GAWA_718212827,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw53,nan,1949,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955146,114.13253300000001,GNAF_GAWA_718213928,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw49,nan,1950,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955136,114.13511399999999,GNAF_GAWA_718212830,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,390929,170706,D,59,dw55,nan,1951,36.92982482910156,0.04716412789068604,0.01794121641306305,0.056125099188438415,18437.825352178003,Slight
-21.955135000000002,114.134583,GNAF_GAWA_718212826,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Brick veneer,396763,173254,D,55,dw59,nan,1952,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13303.672458558654,Slight
-21.955128,114.13243899999999,GNAF_GAWA_718213927,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw49,nan,1953,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.95511,114.13234399999999,GNAF_GAWA_718213926,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw57,nan,1954,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.955107,114.13443600000001,GNAF_GAWA_718212825,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw53,nan,1955,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.955087,114.1322,GNAF_GAWA_718213897,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Brick veneer,396763,173254,D,55,dw57,nan,1956,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13303.672458558654,Slight
-21.95508,114.13430600000001,GNAF_GAWA_718212824,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Brick veneer,396763,173254,D,55,dw51,nan,1957,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13303.672458558654,Slight
-21.955059,114.134192,GNAF_GAWA_718212823,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Brick veneer,396763,173254,D,55,dw49,nan,1958,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13303.672458558654,Slight
-21.955056,114.137328,GNAF_GAWA_163049370,WA,53360,EXMOUTH,50372644000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw59,nan,1959,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.95504,114.135254,GNAF_GAWA_718220698,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw49,nan,1960,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.955037,114.134078,GNAF_GAWA_718212822,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Brick veneer,396763,173254,D,55,dw51,nan,1961,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13303.672458558654,Slight
-21.955016,114.13396399999999,GNAF_GAWA_718212820,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw59,nan,1962,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.954997,114.133665,GNAF_GAWA_718212816,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw53,nan,1963,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.954997,114.133851,GNAF_GAWA_718212818,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,417537,182325,D,53,dw49,nan,1964,36.92982482910156,0.056125099188438415,0.01794121641306305,0.056125099188438415,23434.30553984301,Slight
-21.954978,114.137247,GNAF_GAWA_163049369,WA,53360,EXMOUTH,50372644000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw51,nan,1965,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.954951,114.135401,GNAF_GAWA_718220699,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Double brick,410304,179167,D,57,dw55,nan,1966,36.92982482910156,0.03353052693562317,0.01794121641306305,0.056125099188438415,13757.709323793928,Slight
-21.954912,114.133214,GNAF_GAWA_718214912,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw49,nan,1967,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.9549,114.137166,GNAF_GAWA_163049368,WA,53360,EXMOUTH,50372644000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw57,nan,1968,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.954881,114.133669,GNAF_GAWA_718212814,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw49,nan,1969,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.95488,114.132189,GNAF_GAWA_163003676,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw49,nan,1970,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.954843,114.133052,GNAF_GAWA_718214913,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,170974,D,49,dw51,nan,1971,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7024.721815587119,Negligible
-21.954823,114.13708500000001,GNAF_GAWA_163049367,WA,53360,EXMOUTH,50372644000,1962 - 1971,SH,Metal sheeting,Double brick,405082,176887,D,51,dw53,nan,1972,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,7267.663827036406,Negligible
-21.954821,114.13296000000001,GNAF_GAWA_718214914,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Tile,Fibro / asbestos cement sheeting,390929,170706,D,59,dw55,nan,1973,36.92982482910156,0.04716412789068604,0.01794121641306305,0.056125099188438415,18437.825352178003,Slight
-21.954814000000002,114.13555500000001,GNAF_GAWA_718220696,WA,53360,EXMOUTH,50372648000,1962 - 1971,SH,Metal sheeting,Double brick,514682,224746,D,51,dw59,nan,1974,36.92982482910156,0.01794121641306305,0.01794121641306305,0.056125099188438415,9234.021145908117,Negligible
